Sentence, Probility
 因为 天地间 的 一切 活物 都 是从 它 身 上取 下来 的 ,2.3196653307160667e-19
 但 几乎 所 有的 古籍 都 声称 这种 东西 长生不老 ,3.0793603964813007e-20
 即使 被 割 掉 身上 的 肉 也 不会 死 ,2.561015130665241e-19
 而且 所 割 之处 自会 复生 ； 更 有 许多 古籍 认为 若是 吃 了 这种 东西 的 肉 ,2.47369783215337e-33
 人 就 能 脱胎换骨 ,5.515711148055091e-08
 化为 完人 ,0.06363636363636363
 从而 长生不死 ,0.007407407407407407
 对于 一心 追求 长生不死 的 劳 家 成员 来说 ,1.7657455560975972e-16
 这样 的 传说 自然 有着 非常 大 的 诱惑 力 ,9.009656247595134e-19
 所以 劳 铭 昌 也 很 清楚 自己 的 曾祖父 为何 会 编造出 这样 一个 故事 来 — — 此外 它 也 与 那些 摆在 劳 家 祠堂 里 的 长生 牌位 形成 了 某种 奇怪 的 对应 ,2.1357219966363487e-66
 因为 根据 故事 的 说法 ,6.680852631480947e-11
 劳 家 的 人 始终 掌握 着 长生不死 的 秘密 ,2.4766084619461807e-19
 而 所 有的 祖先 并 没有 死去 ,4.328464698766117e-13
 只是 随 怪物 去 了 海中 灵 山 罢了 ,1.3750200922653293e-14
   但 以 现今 的 观点 来看 ,1.357061127345173e-12
 这 只是 祖先 们 一厢情愿 的 迷信 与 幻想 而已 ,2.2713199952713594e-20
 不论 如何 自我 催眠 与 妄想 ,5.172638049036655e-10
 劳 家 的 祖先 们 肯定 都 没有 想到 自己 最终 会 落得 暴 毙 而 亡 的 结果 ,1.1066218225757363e-33
 仅仅 只有 远 走 他 乡 的 小 儿子 能够 幸 免于 难 ,1.1051370917656972e-24
 将 劳 氏 的 血脉 延续 下去 ,3.492989748101066e-11
 出乎 劳 铭 昌 预料 的 是 ,3.076956705154954e-05
 年轻 的 罗 广 胜 却 对 这个 故事 非常 着迷 ,1.4938510210731212e-23
 他 甚至 告诉 劳 铭 昌 ,2.887135951516316e-09
 手稿 里 的 故事 很 可能 是 真实 的 — — 或者 部分 是 真实 的 ,4.579829944872713e-29
 许多 材料 都 表明 ,3.002878122982304e-08
 远远 早 在 劳 格 林 之前 ,6.708559035149812e-11
 长生 密 教 里 就 已经 流传 着 关于 “ 太岁 ” 的 传说 了 ,1.519713982689715e-27
 而且 更 重要 的 是 ,1.1541032186217032e-07
 罗 广 胜 声称 他 自己 就 见过 “ 太岁 ” ,9.242727953745001e-21
 时至今日 ,1
 我们 已经 很难 去 揣测 罗 广 胜 的 意见 究竟 对 劳 铭 昌 产生 了 怎样 的 影响 ,3.545451937700723e-35
 但 可以 确定 的 是 ,2.5714592464816012e-09
 2012 年 十一月 — — 在 他们 发现 手稿 的 两个 月 后 — — 劳 铭 昌 应 罗 广 胜 的 邀请 参加 了 一次 奇怪 的 集会 ,3.575879247036726e-56
 并且 亲眼见到 了 曾祖父 在 手稿 里 反复 提起 的 太岁 ,5.093810080862651e-23
 在 出发 前 ,1.5345092336744394e-06
 罗 广 胜 告诉 他 ,2.0385679175943971e-07
 参加 集会 的 人 对于 长生 密 教 以及 太岁 本身 都 有 相当 的 了解 ,1.8746344696141925e-28
 而且 他们 还 想 办法 找到 了 古籍 中 记载 的 太岁 ,2.121507169058493e-26
 参加 集会 的 有十 来 个人 ,1.5201196928663488e-11
 所有人 都 表现 得 非常 友善 ,6.792668743777664e-10
 尤其 在 罗 广 胜 向 其他人 介绍 过 劳 铭 昌 的 家世 后 ,4.316208538312523e-27
 他们 的 言语 间 更是 多 了 许多 的 尊敬 ,4.7282111899860655e-21
 这 让 一直 习惯 深居简出 的 劳 铭 昌 颇 有些 高兴 与 得意 ,9.690554771716817e-25
 他们 热情 地 邀请 劳 铭 昌 介绍 了 在 家族 历史 与 “ 长生 道 ” 方面 做出 的 研究 ,4.4904221935513996e-42
 并且 就 其中 的 细节 提出 的 许多 问题 ,7.505547472017815e-19
 他们 也 让 劳 铭 昌 参观 了 他们 找到 的 太岁 — — 那 是 一团 保 存在 水里 的 黑色 物体 ,4.7218272496395914e-39
 个头 约 有 一个 瓦罐 那么 大 ,1.1225290843069435e-08
 外形 接近 球形 ,0.0035125448028673826
 表面 光滑 ,0.02222222222222222
 没有 突出 的 部分 ,7.305745904628878e-08
 也 看不出 任何 的 器官 或 肢体 ,1.1398181170160326e-14
 与 古书 和 劳 格 林 手稿 里 描述 的 相仿 ,3.25711880008619e-22
 当 有人 用手 去 捞 那个 东西 的 时候 ,7.4504511562943e-15
 劳 铭 昌 注意 到 它 似乎 非常 的 柔软 ,7.601688040783088e-17
 更 像是 一种 半 流动 的 粘稠 物质 ,1.2645843063727806e-15
 在 外力 的 作用 下 改变 形状 ,1.594352025134443e-14
 靠近 些 看 后 ,1.4112438695237151e-06
 他 发现 那 东西 的 表面 似乎 隐约 有些 透明 ,1.3070856422064017e-20
 下面 隐约 有 某些 东西 流动 的 痕迹 显示 这 似乎 是 某种 有 生命 的 东西 ,9.79143682795448e-35
 但 不论 如何 ,2.106168063614872e-05
 它 肯定 不是 动物 ,8.30190469413411e-08
 因为 劳 铭 昌 没有 看到 它 对外 界 的 刺激 作出 过 任何 反应 ,4.883879960761916e-27
 其中 一个 参 会 的 人 告诉 他 — — 这是 一种 非常 古老 的 粘 菌 复合 体 ,8.363078594487964e-35
 是 一团 原生质 的 集合 ,3.542588789406142e-10
 事实上 中国 的 古籍 中 对 这种 东西 早有 诸多 记载 ,1.0298928805447337e-20
 并 认为 它 有 延年益寿 甚至 长生不死 的 效用 ,1.0093506388119516e-18
 那位 介绍 者 也 解释 说 ,6.645043239383395e-11
 这 并不 意味着 它 真的 能够 让 人长 生 不 老 ,7.23285657904161e-20
 但 不可 否认 的 是 ,2.004706188477797e-08
 现今 的 科学 仍然 存在 有 许多 未解 之谜 ,2.189571896636826e-15
 所以 似乎 也 没有 道理 完全 否认 古人 总结 出 的 许多 经验 ,2.0039645849463356e-24
 也许 是 那个 群体 的 友善 与 尊敬 打动 了 劳 铭 昌 ,2.5915071028772658e-23
 又 或者 是 祖先 与 长生 密 教 念念不忘 的 神秘 太岁 勾起 了 他 的 兴趣 ,3.2836538257788737e-28
 在 随后 的 两个 月 里 ,6.866386562549745e-13
 劳 铭 昌 又 应 其他人 的 邀请 ,2.3265909613619782e-12
 参加 了 好几 次 这样 的 集会 ,3.3079134106615846e-14
 并且 结识 了 一些 新 的 朋友 ,6.024739187517435e-11
 聚会 上 他们 主要 在 讨论 各类 古籍 与 神话传说 中 对于 “ 太岁 ” 的 描述 ,2.335408834688128e-37
 因此 劳 铭 昌 手中 那些 由 曾祖父 写下 的 离奇 故事 与 研究 笔记 也 都 成为 了 其他人 争相 传阅 的 至 宝 ,1.5664051475484226e-48
 集 会上 的 有些 活动 偶尔 也 会 带上 些许 古怪 的 迷信 与 神秘主义 色彩 ,1.0301839825803151e-30
 许多 人 都会 效仿 古人 吞下 从 太岁 上 割下来 的 一小块 肉 ,8.901078621394218e-18
 来 体验 太岁 的 功效 ,2.436534707708633e-09
 并 与 其他人 分享 自己 的 经历 ,1.9160773202407745e-12
 甚至 就 连 劳 铭 昌 也 在 气氛 的 驱使 与 他人 的 鼓动 下 ,2.3802793667432455e-30
 吞下 过 一小块 太岁 ,0.00038855848201642585
 但 根据 日记 里 的 描述 ,3.069657617870362e-12
 那种 东西 没有 什么 味道 ,1.2259482747434166e-09
 就 像是 某种 怪异 胶 冻 ,8.90377115745777e-08
 他 本人 对于 太岁 真正 的 效用 抱 有 强烈 的 怀疑 ,3.0932266764650657e-22
 因此 并 没有 再 尝试 ,4.615296455304357e-10
 他 更 感兴趣 的 还是 太岁 本身 — — 正如 古籍 里 描述 的 一样 ,2.1763761867207202e-29
 虽然 那些 成员 经常 吞食 太岁 上割 下 的 小块 肉片 ,1.4271076586025105e-15
 但 那团 东西 的 大小 始终 没 有太大 的 变化 ,8.283817903061237e-19
 因此 劳 铭 昌 不由得 开始 怀疑 这一 现象 是否 就是 激发 人们 认为 服用 太岁 能够 长生不死 的 源泉 ,2.5788743765066333e-32
 然而 随着 参与 次数 的 增加 ,2.474791391758941e-12
 这种 集会 的 形式 与 目的 却 变得 愈发 离奇 起来 ,3.825332007819092e-21
 在 某些 时候 关于 太岁 的 讨论 会 演变成 一些 荒诞不经 的 奇想 ； 人们 会 不 自觉 地 在 太岁 前 展现出 疯狂 而 又 痴迷 的 崇拜 ,2.6980369848070642e-58
 而 当 劳 铭 昌 谈起 这些 行为 时 ,4.255412452414523e-12
 他们 又 会 瞬间 恢复正常 ,1.5183612776041802e-09
 和蔼 而 又 热情 地 打消 他 的 顾虑 ,2.359103761322833e-16
 这些 反常 的 举动 让 劳 铭 昌 产生 了 一丝 疑虑 ,4.604990816392544e-19
 似乎 他 之前 所 看到 的 一切 只是 某种 安抚 他人 ,1.3153022327339806e-21
 消除 戒心 的 伪装 ,4.372236679496567e-07
 而 在 这 层 伪装 下面 还 掩盖 着 许多 更加 神秘 与 不祥 的 本质 ,3.741261089901007e-32
 劳 铭 昌 不由得 想起 了 那个 绵延 了 千年 ,1.0748335181754268e-13
 历经 无数 朝代 更迭 ,0.002613333333333333
 传说 中 由 劳 家 始祖 创建 的 长生 密 教 ； 在 百年 之前 ,1.646175216767741e-28
 他们 是否 也是 这样 崇拜 着 一团 浸没 在 水里 的 离奇 肉块 ,5.3975709535577295e-24
 恳请 它 赐 予 自己 虚无缥缈 的 长生 吗 ？ 在 那个 在 劳 氏 家族 消失 之后 ,2.2267417167599333e-29
 这个 长寿 的 教派 又 去 了 哪里 呢 ？ 它 是否 活 到 了 当下 ,3.2847854340272374e-33
 而 这种 神秘 的 集会 又 是否是 它 变化 出 的 最新 面貌 呢 ？ ,1.3548931600063427e-29
 但 真正 让 劳 铭 昌 开始 恐慌 的 则 是 有形 得 多 的 恐惧 — — 在 有 一次 聚 会上 ,1.3566759318165858e-42
 有 一个 人 拿出 了 一个 模样 非常 古怪 的 哨 笛 展示 给 了 劳 铭 昌 ,8.708538122722023e-32
 他 告诉 劳 铭 昌 ,1.0345570492933465e-06
 这是 清 末 时期 “ 长生 道 ” 教派 里 用来 供奉 太岁 的 礼 器 ,7.280729835860975e-30
 当 他 吹 起 那 只 哨 笛 的 时候 ,2.217658770367969e-17
 劳 铭 昌 感到 了 前 所 未 有的 惊骇 — — 因为 他 认出 了 那个 声音 ,3.69690768050948e-31
 在 他 刚 搬进 劳 家 老 宅 时 ,1.4195467281595693e-14
 在 夜间 听到 的 细碎 人声 里 就 包含 有 这种 有 节奏 的 哨声 ,6.42572659723857e-33
 这件 事情 绕 劳 铭 昌 对 这群 人 的 目的 产生 了 怀疑 ,3.1640559848521936e-21
 难道 正是 他们 在 利用 劳 家 老 宅 下方 的 地下 通道 从事 一些 隐秘 的 活动 ？ 而 拉拢 他 的 主要 原因 又 或许 就是 希望 他 能够 为 这些 隐秘 的 活动 提供 某种 便利 ？ 那么 罗 广 胜 又 在 这 当中 扮演 了 怎样 的 角色 ？ 考虑 到 这些 人面 对 太岁 表现 出 的 狂热 ,1.6598744417203947e-129
 以及 他 对于 “ 长生 道 ” 以及 其他 劳 氏 先祖 的 了解 ,1.1190168918620982e-27
 劳 铭 昌 觉得 一张 难以捉摸 的 大 网 在 他 看不到 的 地方 慢慢 地 张开 了 ,1.2070187091246486e-29
 因此 2013 年 春节 的 时候 ,1.8990441817375421e-10
 他 以 回 济南 过年 的 借口 切断 了 自己 与 聚会 成员 以及 罗 广 胜 的 联系 ,7.387122073030242e-40
 虽然 劳 铭 昌 迅速 地 了 断 了 自己 与 神秘 团体 的 瓜葛 ,1.1595867343627956e-29
 可 位于 青岛 的 劳 家 老 宅 仍然 让 他 倍感 牵挂 ,3.1038805203719605e-24
 春节 过后 ,0.00486111111111111
 他 开始 频繁 地梦到 到 那座 房子 ,1.2010985206171628e-11
 在 梦里 ,0.0002320031817579212
 房子 并 不是 他 见到 的 那 副 模样 ,4.3688466967400094e-20
 而是 很早以前 自己 的 祖先 还 生活 在 里面 的 光景 ,1.113029817147893e-21
 甚至 他 偶尔 还会 梦到 老 宅 修建 起来 之前 ,4.814932666239092e-15
 劳 家 的 先祖 们 生活 在 小 院 平房 里 的 情形 ,6.755102799949085e-26
 不论 梦里 的 情形 真实 与否 ,3.477967469072133e-10
 它们 都 形成 了 一种 有力 的 影响 ,2.3578197860027118e-15
 让 劳 铭 昌 的 注意力 重新 回到 了 劳 家 的 老 宅 上 ,3.805338454366908e-24
 在 2013 年 4 月份 的 时候 ,4.8171403775682825e-11
 他 又 悄悄地 搬 回 了 青岛 的 老 宅 里 ,3.987879965719251e-20
 邻居们 告诉 他 ,0.0945
 罗 广 胜 和 其他 的 人 从未 去 老 宅 找 过 他 ,1.682998011709918e-26
 这 让 他 多少 放松 了 一些 ,4.5405785328918854e-13
 但 这种 宽慰 并 没有 持续 多长时间 ,5.327706226145575e-13
 因为 就 在 他 搬 回 老 宅 后 没多久 ,1.3941470907211247e-19
 他 又 在 半夜 的 时候 听到 里 地下 传来 的 细碎 人声 了 ,4.7137431160453896e-27
 那些 在 地下 通道 里 活动 的 人 并 没有 尝试 推开 通向 老 宅 的 活 板门 — — 或许 他们 已经 发现 那里 上锁 了 ,1.5130962978316992e-49
 或者 他们 根本 不想 引起 不必要 的 注意 ,1.3420960726520214e-15
 但 这 仍 让 劳 铭 昌 陷入 了 两 难 的 境地 ,3.612888414029294e-24
 一方面 他 想 向 警方 报告 这些 事情 ,2.401424099379525e-16
 另一方面 又 担心 会 招 到 报复 — — 毕竟 目前为止 ,7.287137382315876e-20
 地下 的 活动 并 没有 真正 的 威胁 到 他 ,1.194657785085609e-19
 而且 如果 他 的 推测 是 正确 的 ,1.528890757697494e-15
 那么 那些 在 地下 活动 的 人 肯定 知道 他 的 身份 ,8.20468773712386e-25
 毫无疑问 ,1
 这件 事情 让 他 的 精神 一直 处于 紧绷 的 状态 ,2.1785234007510117e-19
 他 开始 在 日记 里 想象 地下 通道 里 发生 的 事情 ,4.4295967345835546e-24
 并且 怀疑 自己 的 祖先 是不是 也 在 一百 多 年前 从事 着 相 似的 行径 ,3.391034708886392e-29
 那 是 某种 密 教 的 仪式 ？ 或者 还 包含 了 某些 更加 神秘 和 不可名状 的 意义 ？ 他 曾 在 曾祖父 的 手稿 里 看到 过 一些 隐晦 而 又 怪诞 的 内容 ,8.79540584363932e-78
 让 人 很难 判断 那 究竟 是 真实 的 情况 还是 夸张 的 奇想 ,1.4484233797121366e-27
 这些 思绪 也 严重 的 影响 了 他 的 睡眠 ,2.3236849197344313e-20
 夜晚 的 梦境 开始 变得 怪诞 起来 ,5.495044022677773e-12
 他 经常 会 梦见 一些 不可思议 的 情景 和 一些 匪夷所思 的 地方 ,1.2564804009439439e-26
 他会 在 梦中 见到 劳 家 的 先人 ,2.921354674007511e-15
 并且 听 他们 谈论 一些 自己 曾 在 书中 读过 的 琐事 ,5.221111494381816e-26
 但 每当 他 醒来 ,3.2154065246102474e-08
 梦里 发生 的 事情 就 很快 地 模糊 掉 了 ,9.181552522437757e-19
 甚至 来不及 记录下来 ,0.00032558139534883714
 但 有 一件 事情 让 他 觉得 特别 的 烦乱 — — 虽然 他 在 清醒 时 始终 没 办法 清晰 地回 忆起 梦中 的 情形 ,2.9359805413450097e-48
 但 他 敢肯定 梦中 的 祖先 总 有着 非常 怪诞 和 夸张 的 形象 ,3.563981446149768e-27
 几乎 完全 没有 了 人形 ,2.2690899902343984e-10
 但 梦中 的 他 却 又 非常 清楚 地 明白 与 自己 对话 的 就是 早已 去世 的 祖先 ,1.0137620260374046e-43
 2013 年 7 月份 的 时候 ,8.65135473047561e-07
 事情 开始 急转直下 ,9.99051920116624e-06
 甚至 变得 有些 恐怖 起来 ,3.1849329457867297e-09
 他 开始 越来越 频繁 地 梦见 自己 的 祖辈 ,2.421974026819594e-18
 甚至 偶尔 还会 梦见 一些 他 之前 不曾 听说 过 的 劳 家 先人 — — 为此 他 甚至 特地 冒险 去 地下 的 劳 家 祠堂 里 查看 了 牌位 ,5.285151751211876e-57
 按照 祠堂 里 的 记录 ,8.655897516047272e-08
 那些 出 现在 梦中 的 先祖 的确 是 真实 存在 过 的 ,9.329632414407113e-22
 但他却 始终 回忆 不起 自己 究竟 是 在 哪里 见到 这些 先祖 的 名字 的 了 ,8.166279634120376e-28
 7 月 31 日 那天 ,1.4715796957550345e-06
 事情 发展 到 了 令人 毛骨悚然 的 地步 ,3.056892373981145e-16
 那天 夜里 ,0.028571428571428567
 他 在 二楼 的 卧室 里 睡 下 了 ,3.6253790736890175e-17
 却 辗转 了 很 长时间 才 进入 梦乡 ,3.801125459793157e-15
 并且 梦到 了 一些 非常 怪诞 的 事物 ,3.650734555631012e-14
 大概 在 接近 的 午夜 的 时候 ,2.5294286726754214e-15
 他醒 了 过来 ,0.0015619023332908324
 劳 铭 昌 也 在 日记 里 承认 他 不敢 确定 自己 是否 真的 醒 了 ,2.7073722515278134e-26
 或者 后来 发生 的 事情 只是 另 一个 怪 梦 ,2.0634273647937123e-18
 他 听到 了 人 的 声音 ,8.106317547514919e-12
 就 像 以前 在 午夜 时 听到 的 一样 ,1.395837992396233e-19
 非常 嘈杂 ,0.005147058823529412
 无法 清楚 的 分辨 ,6.866271024180134e-09
 不过 以往 听到 的 声音 只是 在 耳朵 勉强 能 察觉 的 边缘 来回 反复 ,9.202111915340355e-29
 但 这一 次 他 非常 确定 ,1.6951095894001435e-12
 声音 就 来自 楼下 ,2.13785664185728e-08
 他 披上 外套 ,0.0003378145467080317
 悄悄地 打开 了 卧室 的 门 ,1.1259879051969297e-10
 却 没有 去 开 灯 ,3.6126574750311254e-10
 楼下 的 声音 还 在 继续 ,5.1147506652830256e-11
 但 除了 窗户 透进来 的 些许 月光 外 ,6.997122608006099e-14
 没有 任何 光亮 ,9.111252172017362e-05
 完全 不 像是 有人 活动 的 迹象 ,2.3072740367610055e-14
 很 奇怪的是 ,0.0011676396997497914
 他 完全 无法 分辨 说话 的 内容 ,1.664582779526281e-12
 因为 它们 听 起来 像是 几百 个人 在 各自 说 着 毫无意义 的 词句 一般 ,2.7053068332734014e-30
 那种 下水道 里 的 臭味 也 变得 非常 明显 起来 ,6.1443185099938584e-18
 浓烈 得 让 人 头昏 ,1.2802191473336798e-08
 他 勉强 支撑 着 ,1.9771754405988474e-06
 摸索 到 了 楼梯口 ,4.038460406352207e-07
 就 在 这 一刻 ,8.995862429179616e-08
 在 那 模糊 的 微光 里 ,3.944584693308379e-12
 他 瞥见 了 一幅 让 他 恐惧 得 几乎 昏厥 过去 的 景象 ,1.1806278850849034e-25
 虽然 他 后来 在 日记 里 承认 ,2.3828257723756117e-15
 由于 只有 窗户 里 透进来 的 些许 光亮 ,1.3404798685778176e-15
 他 看到 的 东西 并不 真切 ,1.9662303498345943e-09
 很 可能 只是 光影 变化 导致 的 幻影 ,2.502925328677675e-15
 但 在 当时 ,1.2253986236486567e-05
 他 觉得 自己 看见 了 一个 非常 巨大 的 黑影 突然 从 下方 的 楼梯口 前 挪 了 过去 ,1.5728295818507353e-36
 那个 黑影 比 人 要 大得多 ,5.3921331815878794e-12
 但 却 没有 明显 可以 分辨 的 特征 ,7.737336063585442e-17
 就 像是 一团 没有 确定 形状 的 影子 ,8.224897787691268e-16
 而 那些 细碎 的 人声 似乎 也是 由 那个 影子 发出 来 的 — — 这 让 劳 铭 昌 愈发 怀疑 整件事 情 只是 一种 错觉 — — 但 在 当时 ,5.429427684168547e-52
 他 被 恐惧 完全 摄 住 了 ,4.319677065744069e-14
 呆立 在 楼梯口 的 一侧 ,5.5993379721512446e-09
 无法 尖叫 ,0.006008583690987124
 甚至 连 呼吸 都 停止 了 ,5.526767032011853e-10
 楼下 的 声音 又 持续 了 一小 会儿 ,1.1570679482621456e-14
 然后 渐渐 地 远去 消失 了 ,3.8573700307915973e-08
 大约 十分钟 后 ,0.03161290322580645
 他 终于 能 恢复 了 活动 ,6.698138157586805e-14
 并且 立刻 回到 了 卧室 里 ,4.0272068870749576e-10
 锁上 了 房门 ,5.206341110969442e-05
 在 床上 一直 坐 到 了 天亮 ,1.6611432843121796e-14
 第二天 完全 天亮 后 ,0.00043981407276807175
 他 小心翼翼 地下 了 楼 ,1.1286274411184161e-10
 仔细 地 坚持 了 屋子 的 所有 门窗 以及 那扇 通往 地下 通道 的 活 板门 ,3.198773530647742e-30
 可 所有 出入口 都 是 锁 好 的 ,8.973785057244049e-13
 没有 破坏 的 痕迹 ,3.47058183914589e-08
 房间 里 也 看不到 其他人 活动 的 迹象 ,2.8154922536810808e-14
 唯一 勉强 能够 证明 前一天 晚上 经历 的 只有 那种 浓烈 得 让 人 窒息 的 恶臭 ,1.7301121313207598e-33
 为此 他 甚至 不得不 打开 窗户 进行 彻底 的 通风 ,7.048973400001288e-20
 在 完成 了 所 有的 检查 后 ,1.1674126535182383e-14
 他 立刻 收拾 了 日用 的 物品 ,7.774295859756776e-15
 搬 去 了 青岛 海洋 大学 附近 的 一间 旅馆 ,5.514205706524727e-19
 他 在 那天 的 日记 里 说 ,7.228389515656877e-16
 他 准备 尽快 离开 青岛 ,2.5522428167691163e-10
 不再 关注 与 老 宅 或 自己 祖先 有关 的 任何事物 ,3.804099121445149e-23
 但 这一 计划 显然 没有 得到 实施 ,7.736793075102958e-14
 随后 几天 的 日记 都 是 非常 简单 的 寥寥 几 笔 — — 在 那段 时 间里 ,6.260469706841102e-35
 他 白天 去 老 宅 里 清点 准备 带走 的 物件 ,4.213281901902443e-21
 夜晚 则 回到 旅馆 里 入睡 ,2.3262721382062814e-10
 他 也 会 在 日记 里 谈论 晚上 的 梦境 ,4.9233494864887675e-20
 但 全都 是 些 毫无 逻辑 的 话语 ,3.0939540525401903e-16
 例如 他 在 8 月 6 号 的 日记 里 声称 自己 梦见 了 劳 家 所 有的 列 祖 列 宗 ,9.812951678542878e-40
 梦见 他们 站 在 一起 召唤 他 过去 ,1.1310210426509199e-14
 然后 他 又 梦见 列 祖 列 宗 全都 融合 在 了 一起 ,1.1496916354058042e-20
 变成 了 一个 拥有 着 无数 头颅 与 手臂 的 丑恶 怪物 ,8.74594882907965e-24
 仿佛 希腊 神话 里 丑恶 的 百 臂 巨人 ,6.112656166084275e-16
 在 9 号 的 日记 里 ,1.3579325736231531e-12
 劳 铭 昌 突然 又 神神 叨叨 地 谈到 了 老 宅 对 自己 产生 了 某种 影响 ,4.523735067028545e-27
 每当 他 想要 离开 青岛 ,1.6304215276388357e-08
 就会 很快 因为 一些 不起眼 的 琐事 而 打消 离开 的 念头 ,1.17002632635025e-22
 他 越来越 强烈 地 想要 搬 回 老 宅 去 ,1.2058619171499333e-18
 甚至 即便 他 不 准备 去 老 宅 里 清点 物件 ,2.028278707612268e-20
 也 会 不由自主 地向 老 宅 走 去 ,4.618707480350033e-11
 某种 恐怖 的 直觉 告诉 他 ,7.253884297977432e-10
 事情 不会 这样 简单 的 结束 ,6.458980406997793e-13
 魔法 也好 ,0.0875
 宿 命 也罢 ,0.008596491228070173
 他 开始 确信 老 宅 里 还有 某些 未 被 发掘 的 秘密 在 等待 着 他 ,6.162767131239288e-34
 8 月 11 日 那晚 ,8.829478174530206e-07
 他 鬼使神差 地 在 旅馆 结了 帐 ,5.993664550473559e-11
 又 带 着 行李 回到 了 老 宅 里 ,8.275077127995124e-15
 他 在 日记 里 这样 记 叙说 ： ,1.130777638598204e-14
 “ 夜里 两点 的 时候 ,1.713813107248416e-08
 又 听见 楼下 有人 活动 的 声音 ,4.375685531469688e-12
 不敢 去 开门 ,0.00010090090090090086
 但 声音 没有 就此 离开 ,7.611500879554734e-10
 我 觉得 他们 爬 上来 了 ,1.4827511933539572e-10
 我 还 听见 有人 在 叫 我 的 名字 ,2.292771199654593e-18
 很多 人 ,0.061403508771929814
 我 从来 没 听过 那些 人 的 声音 ,1.810465996550167e-13
 但 却 明白 地 知道 他们 就是 我 的 祖先 ,6.910202553515062e-22
 我 还 听见 了 劳 格 林 的 声音 ,1.677886630369585e-17
 我 不知 道 我 是 怎么 知道 的 ,4.535659996373926e-14
 但 我 就 知道 那 是 他 的 声音 ,6.130119952559932e-16
 他 在 叫 我 ,8.257948649249083e-08
 让 我 跟 他 一起 去 海里 的 灵 山 ,7.255841290849865e-20
 这 已经 是 日记 里 能 勉强 分辨 出 的 最后 一部分 内容 了 ,1.6926561345618823e-29
 在 那 后面 还有 一些 更加 颤抖 ,2.239760256698277e-14
 很难 称之为 文字 的 段落 ,9.716081509992369e-09
 但 那 部分 内容 又 被 重重地 涂 掉 了 ,4.754983694496058e-18
 不能 辨认 ,0.014285714285714284
 不过 有 几个 邻居 的 回忆 ,1.546673494026724e-12
 他们 在 12 日 那天 还 曾 见过 劳 铭 昌 ,1.8608050922983556e-18
 他 的 神情 有些 恍惚 ,4.168224973479679e-09
 没头没脑 地说 着 一些 “ 自己 不能 离开 房子 ” “ 有人 在 等 他 回去 ” 的 古怪 话语 ,2.286745739767746e-43
 这 也是 14 日 居委会 的 工作人员 发现 劳 铭 昌 尸体 前 ,7.059366848298597e-18
 人们 最后 一次 看到 他 ,3.3196066268566706e-09
 在 12 日到 13 日 的 那个 晚上 ,5.0928526131477375e-14
 有 几个 住 得 比较 近 的 居民 隐约 听到 老 宅 里 传出 了 一些 非常 奇怪 的 哨音 ,1.4785445287079218e-42
 但是 由于 那些 声音 的 持续 时间 并不 长 ,3.637680896714147e-17
 而且 也 没有 惊动 太 多 的 居民 ,3.5870603941864894e-13
 因此 并 没有 得到 人们 的 重视 ,1.0961303574756468e-13
 一直 等到 尸体 被 发现 ,1.0317909946405023e-07
 警方 开始 调查 工作 后 ,2.2198280510189617e-10
 人们 才 重新 想起 了 那种 古怪 的 哨音 ,1.707859390507618e-19
 根据 其中 一位 居民 的 回忆 ,2.8426791725774393e-12
 那 是 一个 很难 用 语言 描述 的 声音 ,1.1248113161565756e-16
 因为 它 听 起来 就 像是 尖锐 的 呼啸 ,1.0189448440637435e-17
 或者 长笛 般 管乐 与 哨子 吹奏 出 的 奇怪 旋律 ,1.888903528647656e-15
 但 同时 又 包含 了 一些 勉强 可辨 的 发音 ,1.1572835378212468e-19
 但 它们 实在 太过 奇怪 ,2.8587636064271574e-08
 很难 用 我们 所 知道 的 声音 来 进行 类比 ,1.2361528603150953e-20
 虽然 我 也 希望 自己 能够 清楚 明白 地 告诉 读者 劳 铭 昌 的 结局 ,1.2656267778775158e-29
 但 他 身 前 留下 的 文字 以及 邻居们 的 问询 笔录 并不 足以 清晰 完整 地 推断出 发生 在 劳 铭 昌 身上 的 事情 ,8.540440420785616e-42
 它们 给予 了 我们 一个 大概 的 轮廓 ,4.956315686365414e-19
 同时 也 留下 了 充足 的 想象 空间 ,1.6282903655780305e-16
 至于 剩下 的 空缺 ,1.5323648552902252e-07
 我 必须 再 提到 另 一件 在 劳 铭 昌 死亡 半年 后 发生 的 事情 ,5.755524018058023e-29
 因为 只有 它 才能 让 我们 得以 一 窥 那个 阴郁 不祥 同时 也 神秘莫测 的 结局 ,1.0569095875607546e-32
 我 之前 已经 说 过 ,1.1067626128671367e-10
 所 有的 文件 都 被 送到 了 山东省 文物 考古 院 ,2.0197675240223982e-19
 并 被 相关 的 工作人员 悉 数 整理 了 出来 ,1.0840775269448873e-17
 这些 内容 自然 也 在 一个 圈子 里 得到 了 公开 ,3.1526691893063974e-22
 许多 人 都 曾 阅读 过 劳 铭 昌 留下 的 那些 文件 或是 事件 的 概括 叙述 ,7.572553195026082e-32
 而 他们 的 看法 也 五花八门 ,1.0001606980345343e-12
 比较 主流 的 看法 相信 劳 铭 昌 似乎 招惹 到 了 某个 秘密 团体 的 敌意 ,1.9360956987982406e-28
 并且 最终 让 他 送 了 命 ,1.876177507201944e-15
